#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-15T13:04:41 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-15T13:04:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/625/A14/table5&-source=J/A+A/625/A14/table5&-out=SourceId&-out=RA_ICRS&-out=DE_ICRS&-out=o_Gmag&-out=o_GBPmag&-out=o_GRPmag&-out=Per&-out=Gmag&-out=GBPmag&-out=GRPmag&-out=Plx&-out=e_Plx&-out=E(BP/RP)&-out=epsi&-out=Signiepsi&-out=RUWE&-out=Class&-out=New&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36250014
#Name: J/A+A/625/A14
#Title: Reclassification of Cepheids in the Gaia DR2 (Ripepi+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	creator=Ripepi V.	    First author or institution
#INFO	cites=bibcode:2019A&A...625A..14R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/625/A14	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36250014	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-02-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_625_A14_table5:
#Name: J/A+A/625/A14/table5
#Title: Reclassification of the Cepheids in Gaia DR2
#Column	SourceId	(I19)	Gaia DR2 source identification	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F9.5)	Right ascension (ICRS) at epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS) at epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	o_Gmag	(I3)	Number of epochs in G	[ucd=meta.number]
#Column	o_GBPmag	(I3)	Number of epochs in GBP	[ucd=meta.number]
#Column	o_GRPmag	(I3)	Number of epochs in GRP	[ucd=meta.number]
#Column	Per	(F11.6)	Period	[ucd=time.period]
#Column	Gmag	(F6.3)	Intensity averaged magnitudes in G	[ucd=phot.mag;em.opt]
#Column	GBPmag	(F6.3)	Intensity averaged magnitudes in GBP	[ucd=phot.mag;em.opt.B]
#Column	GRPmag	(F6.3)	Intensity averaged magnitudes in GRP	[ucd=phot.mag;em.opt.R]
#Column	Plx	(F7.3)	Parallax	[ucd=pos.parallax]
#Column	e_Plx	(F6.3)	Error on parallax	[ucd=stat.error;pos.parallax]
#Column	E(BP/RP)	(F6.3)	Excess of flux in the BP and RP integrated photometry with respect to the G band	[ucd=phot.flux;arith.ratio]
#Column	epsi	(F6.3)	Excess noise of the source	[ucd=stat.fit.param]
#Column	Signiepsi	(F8.3)	Significance of epsi	[ucd=stat.fit.goodness]
#Column	RUWE	(F6.3)	Renormalised unit weight error	[ucd=phys.atmol.weight]
#Column	Class	(a13)	Variability classification from from present work	[ucd=meta.code;src.var]
#Column	New	(A1)	[N] Flag "N" to denote a cepheid not known in the literature	[ucd=meta.code]
SourceId;RA_ICRS;DE_ICRS;o_Gmag;o_GBPmag;o_GRPmag;Per;Gmag;GBPmag;GRPmag;Plx;e_Plx;E(BP/RP);epsi;Signiepsi;RUWE;Class;New
2936110669428633216;106.65835;-15.80206; 30; 27; 27;   4.464840;12.424;13.211;11.565;  0.035; 0.032; 1.319; 0.000;   0.000; 1.082;DCEP_F       ;
4514145288240593408;284.56145;+17.36087; 25; 25; 25;   4.471150; 5.110; 5.589; 4.572;  1.810; 0.107; 1.146; 0.490;  99.533; 1.056;DCEP_1O      ;
5881952871520184960;234.52125;-58.69441; 45; 36; 41;   4.475750;15.242;16.247;14.216;  0.003; 0.033; 1.385; 0.000;   0.000; 0.956;DCEP_F       ;N
2011892320749270912;359.53791;+61.21363; 31; 18; 23;   4.478610;10.571;11.119; 9.656;  0.233; 0.030; 1.465; 0.000;   0.000; 0.853;DCEP_F       ;
2005011237689458688;335.31995;+54.53204; 38; 35; 33;   4.479440;11.444;12.156;10.632;  0.172; 0.035; 1.274; 0.000;   0.000; 0.969;DCEP_F       ;
5254078504458244352;160.72436;-61.02361; 36; 33; 33;   4.483660;12.844;13.678;11.942;  0.014; 0.023; 1.343; 0.000;   0.464; 1.227;DCEP_F       ;N
6034498290078655104;253.49251;-25.88850; 37; 36; 36;   4.486140;15.983;16.809;15.075;  0.386; 0.053; 1.340; 0.000;   0.000; 1.017;OTHER        ;
6430900544288021248;304.76110;-62.05194; 62; 55; 53;   4.498800;17.044;17.142;16.823;  0.114; 0.087; 1.188; 0.000;   0.000; 0.961;OTHER        ;
 426881614218441600;012.47192;+60.12738; 43; 39; 40;   4.501620; 9.548;10.213; 8.791;  0.403; 0.030; 1.265; 0.000;   0.000; 1.136;DCEP_F       ;
4141385793847061632;258.55669;-13.34444; 18; 16; 17;   4.503850;12.733;13.520;11.885;  0.054; 0.049; 1.319; 0.000;   0.000; 0.871;---          ;
5254000340399606016;157.26590;-60.78069; 28; 25; 25;   4.505190;14.481;15.293;13.559;  0.006; 0.024; 1.375; 0.077;   0.892; 1.177;DCEP_F       ;N
5594382644652353664;119.05201;-32.60264; 30; 28; 28;   4.516750;11.531;12.380;10.699;  0.209; 0.035; 1.321; 0.000;   0.000; 0.941;DCEP_F       ;
4066032173197151488;270.68777;-24.28539; 16; 13; 14;   4.517490;12.864;13.554;12.026;  0.659; 0.042; 1.292; 0.000;   0.000; 0.937;---          ;
5850308411442294400;206.85370;-68.24990; 33; 31; 31;   4.524740;13.648;14.137;13.002;  0.010; 0.020; 1.253; 0.000;   0.000; 1.000;DCEP_F       ;
4054440301294394624;262.70159;-33.60992; 18; 16; 17;   4.527810; 7.546; 8.140; 6.916;  0.920; 0.047; 1.225; 0.000;   0.000; 0.842;DCEP_F       ;
6886781739022233088;314.03994;-14.62062; 39; 35; 38;   4.541710;16.581;17.125;15.876;  0.171; 0.077; 1.257; 0.000;   0.000; 0.987;OTHER        ;
5534012004528220160;119.94883;-42.02838; 27; 22; 21;   4.547060;13.905;14.744;12.984;  0.021; 0.021; 1.346; 0.000;   0.000; 1.008;DCEP_F       ;N
6735032122023368704;278.71285;-33.76224; 15; 12; 13;   4.556370;15.210;15.581;14.702;  0.082; 0.048; 1.216; 0.000;   0.000; 1.039;---          ;
 506699870563323264;033.28119;+58.07995; 24; 25; 25;   4.565240;11.267;11.938;10.551;  0.226; 0.039; 1.237; 0.000;   0.000; 0.921;DCEP_F       ;
2012787293154800896;358.60238;+62.14947; 39; 35; 35;   4.566150;11.448;12.280;10.568;  0.139; 0.028; 1.322; 0.000;   0.000; 0.994;DCEP_F       ;
5954640069033366656;268.36961;-45.25821; 17; 15; 14;   4.583340;11.756;12.723;10.804;  0.260; 0.039; 1.373; 0.000;   0.000; 1.098;---          ;
5808490032840224384;252.65708;-68.37356; 47; 43; 41;   4.585590;16.953;17.598;16.133;  0.197; 0.067; 1.321; 0.000;   0.000; 0.998;OTHER        ;
5338148473537341312;165.30989;-60.11656; 34; 32; 33;   4.586100;11.081;11.807;10.250;  0.220; 0.030; 1.299; 0.000;   0.000; 0.972;DCEP_F       ;
4690829659971892480;016.84515;-70.88734; 30; 27; 28;   4.594260;15.879;16.223;15.371; -0.014; 0.035; 1.234; 0.000;   0.000; 0.904;DCEP_F       ;
5253884788591163648;158.53969;-61.59759; 21; 20; 20;   4.616310;13.910;14.749;12.987;  0.041; 0.024; 1.353; 0.000;   0.000; 1.080;DCEP_F       ;N
5439875873399544064;145.79608;-32.12799; 23; 22; 22;   4.627750;16.347;16.966;15.585;  0.232; 0.066; 1.277; 0.000;   0.000; 0.976;OTHER        ;
5253661725170126720;159.49855;-62.20590; 30; 23; 22;   4.631950;14.415;15.349;13.628;  0.034; 0.024; 1.304; 0.000;   0.000; 1.090;DCEP_F       ;
1981006115714214912;327.39800;+52.39523; 35; 28; 34;   4.639080;11.459;12.449;10.484;  0.278; 0.030; 1.336; 0.000;   0.000; 1.004;DCEP_F       ;
5521459979795304320;129.42007;-47.36195; 26; 25; 26;   4.639850; 7.710; 8.262; 7.046;  0.852; 0.035; 1.210; 0.000;   0.000; 0.897;DCEP_F       ;
2170880813073764352;322.34628;+49.11002; 36; 35; 35;   4.640710;11.771;12.617;10.866; -0.655; 0.214; 1.333; 1.054; 344.905; 7.328;DCEP_F       ;
5715901567412202496;117.25952;-19.11357; 34; 32; 32;   4.644420; 9.516; 9.998; 8.899;  0.251; 0.041; 1.212; 0.000;   0.000; 0.972;DCEP_1O      ;
6345090464967236736;334.70659;-83.46209; 28; 21; 21;   4.652270;17.956;18.701;17.092;  0.263; 0.113; 1.356; 0.000;   0.000; 1.022;OTHER        ;
4118384800870181632;263.48828;-20.50658; 15; 13; 15;  38.765700;12.595;13.484;11.903;  0.148; 0.065; 1.308; 0.000;   0.000; 0.944;OTHER        ;
4284500735584253952;277.18852;+05.23582; 16; 15; 15;   4.664040;13.733;14.468;12.896;  0.148; 0.028; 1.294; 0.000;   0.000; 1.044;WVIR         ;
3044483895581000192;107.31421;-13.78609; 60; 53; 55;   4.670030;10.085;10.854; 9.262;  0.314; 0.034; 1.316; 0.000;   0.000; 0.978;DCEP_F       ;
5338207327417387520;163.13667;-60.52675; 31; 27; 26;   4.674160;10.938;11.547;10.191;  0.137; 0.031; 1.319; 0.000;   0.000; 0.827;DCEP_F       ;
5338438297925480320;162.89899;-59.38499; 33; 34; 34;   4.677670; 9.410; 9.975; 8.727;  0.375; 0.026; 1.237; 0.000;   0.000; 1.110;DCEP_F       ;
3046774762417915136;109.15680;-11.48730; 61; 52; 59;   4.678300; 7.831; 8.330; 7.201;  0.616; 0.047; 1.248; 0.000;   0.000; 0.913;DCEP_F       ;
6060173364061645696;193.59158;-58.43063; 45; 46; 47;   4.689710; 6.363; 6.805; 5.788;  1.021; 0.045;99.999; 0.000;   3.831; 0.923;DCEP_F       ;
5697861021140628224;122.70249;-24.40021; 33; 28; 28;   4.700320;16.459;17.166;15.593;  0.365; 0.059; 1.356; 0.000;   0.000; 1.007;OTHER        ;
5718760258978008320;116.04965;-17.08099; 55; 52; 40;   4.701170;10.045;10.503; 9.449;  0.092; 0.034; 1.209; 0.000;   0.000; 1.046;DCEP_1O      ;
2000453968145288832;336.70445;+50.81569; 40; 38; 37;   4.703300;14.745;15.168;14.124;  0.008; 0.029; 1.268; 0.000;   0.000; 1.091;WVIR         ;N
4103813802261866496;280.34401;-13.84140; 13; 13; 13;   4.710750; 9.721;10.297; 9.026;  0.608; 0.059; 1.247; 0.000;   0.000; 0.797;---          ;
6058398099468300416;186.90241;-59.92907; 38; 32; 34;   4.720090;16.490;17.369;15.537;  0.251; 0.054; 1.363; 0.000;   0.000; 0.939;OTHER        ;
5861196531541297664;187.06483;-65.04976; 31; 26; 26;   4.728380;14.519;15.341;13.579;  0.071; 0.026; 1.339; 0.000;   0.000; 1.059;DCEP_F       ;N
1998384927774603520;359.11116;+58.02686; 39; 36; 34;   4.734810;11.713;12.596;10.795;  0.250; 0.030; 1.328; 0.000;   0.000; 0.973;DCEP_F       ;
2933016781147478272;103.24931;-20.08792; 37; 31; 33;   4.735050;17.065;17.979;16.099;  0.360; 0.097; 1.370; 0.150;   0.703; 1.038;OTHER        ;
1965135696153566336;319.08500;+38.92738; 37; 36; 37;   4.740350; 9.508; 9.953; 8.927;  0.226; 0.026; 1.209; 0.000;   0.000; 0.986;DCEP_1O      ;
3649616200277301248;219.67969;-02.10219; 16; 14; 14;   4.744650;15.500;16.401;14.608;  0.042; 0.048; 1.328; 0.084;   0.587; 1.142;OTHER        ;
5396497631422915584;167.51144;-39.43804; 41; 39; 39;   4.750630;15.131;15.867;14.306;  0.510; 0.033; 1.296; 0.000;   0.000; 1.072;OTHER        ;
5242088403212116864;163.61189;-61.34710; 33; 32; 30;   4.759840;11.538;12.317;10.690;  0.156; 0.026; 1.308; 0.000;   0.000; 1.027;DCEP_F       ;
5533407170051636608;122.95171;-42.05164; 28; 26; 28;   4.764410;14.788;15.901;13.770;  0.024; 0.022; 1.406; 0.051;   0.431; 0.992;DCEP_F       ;N
6663989072278605184;292.27780;-44.70925; 27; 26; 21;   4.778490;16.133;16.733;15.400;  0.311; 0.072; 1.248; 0.000;   0.000; 0.982;OTHER        ;
5541229748611783296;123.70107;-37.65190; 33; 29; 29;   4.780700;13.804;14.823;12.795;  0.053; 0.017; 1.380; 0.000;   0.000; 1.002;DCEP_F       ;
6058408540492668800;187.52057;-59.69270; 45; 40; 41;   4.784760;17.832;18.812;16.812;  0.201; 0.101; 1.404; 0.000;   0.000; 0.968;OTHER        ;
3051692843568009600;106.78562;-07.79513; 20; 18; 18;   4.496590;12.540;13.268;11.696;  0.128; 0.045; 1.279; 0.000;   0.000; 1.031;DCEP_F       ;
2011303326105008768;353.74839;+59.35815; 34; 31; 28;   4.789480;12.143;13.256;11.078;  0.172; 0.028; 1.423; 0.000;   0.000; 0.990;DCEP_F       ;
3099066951319051008;102.70284;-07.98073; 34; 31; 32;   4.809710;12.566;13.256;11.772;  0.142; 0.033; 1.274; 0.000;   0.000; 1.203;DCEP_F       ;
1594368040111330304;230.76260;+48.92923; 27; 26; 26;   4.821170;14.267;14.852;13.534;  0.767; 0.018; 1.270; 0.000;   0.000; 0.983;OTHER        ;
4077746232628589568;277.60796;-23.73173; 17; 15; 14;   4.823660;12.441;13.111;11.585;  0.060; 0.050; 1.368; 0.000;   0.000; 1.017;WVIR         ;
5864184488751391744;203.61003;-64.37098; 40; 36; 35;   4.824830;14.706;15.559;13.747;  0.013; 0.031; 1.377; 0.000;   0.000; 1.053;DCEP_F       ;
5329338700985814656;130.05832;-47.55156; 28; 26; 24;   4.827510;13.238;14.149;12.276;  0.124; 0.018; 1.341; 0.100;   2.643; 1.197;DCEP_F       ;
3345254098763568768;092.59262;+14.64450; 19; 18; 16;   4.837340; 9.527;10.175; 8.792;  0.271; 0.035; 1.253; 0.000;   0.000; 0.886;DCEP_1O      ;
4521180822614788480;286.70244;+23.00891; 51; 45; 47;   4.840250;13.669;14.396;12.830;  0.138; 0.020; 1.293; 0.000;   0.000; 1.058;WVIR         ;
2928116120387181824;108.72647;-22.23586; 58; 57; 54;   4.844780;12.806;13.535;11.967;  0.023; 0.032; 1.289; 0.000;   0.000; 0.820;DCEP_F       ;
5711201189563596416;119.24042;-22.82542; 31; 29; 31;   4.861030; 8.459; 8.921; 7.861;  0.351; 0.043; 1.217; 0.000;   0.000; 0.888;DCEP_1O      ;
5306782361701536128;140.15436;-56.85401; 39; 38; 37;   4.862190;13.915;14.598;13.105;  0.021; 0.018; 1.281; 0.000;   0.000; 1.042;DCEP_F       ;
1960750328384177408;327.92260;+43.13402; 43; 40; 39;   4.864380; 8.668; 9.185; 8.028;  0.435; 0.028; 1.265; 0.000;   0.000; 0.978;DCEP_F       ;
4542463725578724352;262.93843;+13.54902; 56; 50; 51;   4.866860;15.746;16.451;14.887;  0.244; 0.049; 1.329; 0.260;   8.904; 1.389;OTHER        ;
2011892703004353792;359.57487;+61.22105; 32; 30; 29;   4.875140;10.659;11.411; 9.832;  0.287; 0.032; 1.281; 0.000;   0.000; 1.053;DCEP_F       ;
5535431989431970048;114.81679;-42.58920; 24; 23; 23;   4.877770;15.283;15.987;14.438;  0.393; 0.028; 1.305; 0.000;   0.000; 1.001;OTHER        ;
4589823608398246016;273.57303;+29.25918; 35; 33; 34;   4.901800;15.446;16.034;14.694;  0.534; 0.027; 1.288; 0.000;   0.000; 1.041;OTHER        ;
3214504535376528896;077.54525;-02.90141; 26; 24; 24;   4.905450;12.346;12.916;11.618;  1.920; 0.050; 1.301; 0.134;   7.513; 1.619;---          ;
3344297935963515008;091.43635;+13.23999; 15; 13; 13;   4.909580;11.890;12.638;11.031;  0.160; 0.043; 1.364; 0.000;   0.000; 1.014;DCEP_F       ;
2078709577944648192;297.06443;+43.12692; 30; 26; 29;   4.925490; 8.903; 9.418; 8.255;  0.413; 0.023; 1.242; 0.000;   0.000; 0.988;DCEP_F       ;
5859962638958489344;188.83208;-66.59708; 34; 31; 32;   4.927690;16.451;17.345;15.478;  0.249; 0.053; 1.361; 0.000;   0.000; 1.031;OTHER        ;
5258574068220187648;153.88689;-58.17444; 23; 21; 19;   4.932550;10.238;10.938; 9.458;  0.365; 0.032; 1.262; 0.000;   0.000; 1.051;DCEP_F       ;
  45270673287508864;061.90459;+15.73024; 16; 14; 14;   4.940520;12.429;13.236;11.519;  2.241; 0.054; 1.312; 0.000;   0.000; 1.115;OTHER        ;
2060460704279873536;304.19788;+36.54994; 29; 27; 26;   4.945240;11.570;12.652;10.540;  0.267; 0.029; 1.420; 0.000;   0.000; 0.967;DCEP_F       ;
2055122987639665664;301.33609;+32.65909; 34; 33; 32;   4.950450;12.267;13.376;11.210;  0.339; 0.033; 1.428; 0.097;   4.341; 1.319;DCEP_F       ;
6870785391032582912;298.35902;-17.17569; 32; 30; 31;   4.965170;17.398;18.135;16.538;  0.316; 0.125; 1.308; 0.000;   0.000; 1.018;OTHER        ;
 270272675510149504;064.94524;+48.95326; 52; 50; 49;   4.972490; 9.119; 9.987; 8.228;  0.521; 0.038; 1.345; 0.000;   0.000; 1.053;DCEP_F       ;
5333640230992516480;173.32410;-63.24240; 32; 28; 29;   4.974580;11.778;12.796;10.775;  0.223; 0.029; 1.366; 0.000;   0.000; 1.070;DCEP_F       ;
1830476479888599552;303.65460;+23.23784; 39; 31; 36;   4.974890;16.642;17.431;15.726;  0.264; 0.066; 1.356; 0.134;   0.853; 1.040;OTHER        ;
3351921532976862336;100.15651;+11.72748; 18; 15; 12;   4.978530;11.771;12.686;10.823;  0.258; 0.041; 1.371; 0.000;   0.000; 0.971;DCEP_F       ;
2003938801532007808;342.15829;+56.32153; 30; 23; 23;   4.983300; 8.609; 9.150; 7.942;  0.437; 0.035; 1.305; 0.000;   0.000; 0.935;DCEP_F       ;
5237052777384409472;170.65292;-65.38471; 30; 29; 30;   4.987480;15.848;16.737;14.897;  0.484; 0.040; 1.352; 0.044;   0.169; 1.035;OTHER        ;
6057402526059795072;181.66763;-62.59685; 34; 35; 35;   4.988510;12.065;13.021;11.097;  0.153; 0.031; 1.372; 0.000;   0.000; 1.008;DCEP_F       ;
2011315528113463808;354.70162;+59.39182; 34; 29; 31;   4.997540;10.498;11.418; 9.577;  0.355; 0.026; 1.324; 0.000;   0.000; 1.095;DCEP_F       ;
5907589496888022016;226.39555;-43.68998; 28; 27; 26;   5.000010;15.335;16.080;14.484;  0.569; 0.035; 1.314; 0.000;   0.000; 1.010;OTHER        ;
1420002778894668288;257.29320;+54.49586; 25; 21; 24;   5.017140;15.405;16.043;14.619;  0.577; 0.029; 1.284; 0.000;   0.000; 1.091;OTHER        ;
 675401375577988096;118.12451;+23.47767; 28; 27; 27;   5.017270;14.656;15.236;13.913;  0.683; 0.050; 1.262; 0.000;   0.000; 1.003;OTHER        ;
5699042480743325312;120.09545;-23.70317; 34; 30; 32;   5.027300;10.083;10.533; 9.487;  0.159; 0.031; 1.218; 0.000;   0.000; 0.977;DCEP_F       ;
3103637208835609728;099.23477;-05.35099; 16; 16; 16;   5.028470;11.388;12.126;10.566;  2.398; 0.036; 1.323; 0.000;   0.000; 0.884;OTHER        ;
 515599111517099136;033.60315;+65.59945; 41; 35; 36;   5.029420;11.901;12.754;11.012;  0.122; 0.027; 1.348; 0.000;   0.000; 0.996;DCEP_F       ;
6117651360865355136;213.48472;-38.09635; 19; 18; 18;   5.029710; 8.393; 9.000; 7.675;  0.448; 0.062; 1.253; 0.000;   0.000; 0.965;---          ;
4906544319390913408;006.91551;-58.61024; 33; 28; 28;   5.041490;14.070;14.699;13.325;  0.688; 0.019; 1.277; 0.000;   0.000; 1.021;OTHER        ;
5976387485659225472;255.86444;-37.74614; 30; 27; 29;   5.044420;15.555;16.361;14.644;  0.646; 0.045; 1.334; 0.000;   0.000; 1.046;OTHER        ;
2164359918864249728;316.94415;+46.73698; 30; 31; 31;   5.057580;11.903;12.740;11.007;  0.141; 0.031; 1.343; 0.000;   0.000; 1.080;DCEP_F       ;
1821039990087976960;297.18000;+17.39082; 28; 25; 28;   5.063860;16.472;17.257;15.471;  0.573; 0.125; 1.407; 0.000;   0.000; 1.014;OTHER        ;
3390186156826555136;079.69992;+13.98667; 19; 20; 19;   5.066070;11.516;12.189;10.667;  0.144; 0.042; 1.304; 0.000;   0.000; 1.048;DCEP_F       ;
 473293889810320128;057.10698;+59.44227; 36; 34; 32;   5.066430; 9.996;11.165; 8.953;  0.716; 0.031; 1.358; 0.000;   0.000; 0.952;DCEP_F       ;
3699052820043280640;181.87134;+00.61662; 19; 18; 18;   5.067880;13.862;14.496;13.114;  0.477; 0.053; 1.275; 0.000;   0.000; 0.980;OTHER        ;
5595650351503904896;118.45324;-30.46031; 35; 32; 34;   5.077560;10.548;11.290; 9.726;  0.279; 0.029; 1.279; 0.000;   0.000; 0.994;DCEP_F       ;
5871738271033526016;207.68449;-57.58051; 49; 45; 44;   5.078900; 7.428; 7.886; 6.846;  0.841; 0.034; 1.215; 0.000;   0.000; 0.944;DCEP_F       ;
2166303099490547072;311.55230;+45.47861; 26; 25; 25;   5.099550;10.527;11.694; 9.458;  0.528; 0.027; 1.344; 0.000;   0.000; 1.006;DCEP_F       ;
5241157421762533248;162.23993;-64.17420; 33; 30; 31;   5.102490;13.620;14.290;12.817;  0.069; 0.014; 1.292; 0.000;   0.000; 1.041;DCEP_F       ;
1997268644294336640;351.50620;+56.72018; 38; 38; 39;   5.104810;11.026;11.750;10.226;  3.103; 0.028; 1.297; 0.000;   0.000; 1.163;OTHER        ;
1328057867076964864;250.39957;+36.46347; 25; 23; 23;   5.111400;12.865;13.099;12.371;  0.040; 0.020; 1.284; 0.000;   0.000; 0.946;WVIR         ;
1790753044603017984;322.21810;+20.95512; 28; 25; 25;   5.130690;16.399;16.945;15.704;  0.137; 0.067; 1.262; 0.000;   0.000; 0.975;OTHER        ;
5307006215391311360;142.54990;-56.80824; 39; 36; 36;   5.137040;14.568;15.639;13.508;  0.058; 0.030; 1.424; 0.128;   2.164; 1.208;DCEP_F       ;N
2011892325047232256;359.53933;+61.21370; 33; 24; 25;   5.140770;10.495;11.068; 9.619;  0.288; 0.031; 1.415; 0.000;   0.000; 0.921;DCEP_F       ;
4080122796947250176;281.32290;-20.64739; 19; 17; 19;   5.154240; 7.251; 7.828; 6.585;  0.986; 0.047; 1.223; 0.000;   0.000; 0.902;DCEP_F       ;
 750311858690879360;160.65454;+34.76713; 33; 31; 31;   5.167050;17.140;17.705;16.409;  0.121; 0.116; 1.281; 0.151;   0.718; 1.037;OTHER        ;
5654982747708173568;137.31249;-22.41841; 19; 17; 17;   5.175730;13.544;14.296;12.710;  0.935; 0.025; 1.299; 0.000;   0.000; 1.018;OTHER        ;
2041873945547614208;284.25678;+30.62646; 36; 34; 35;   5.177140;13.504;14.238;12.672;  1.082; 0.014; 1.285; 0.000;   0.000; 1.118;OTHER        ;
6724940155795315328;273.99255;-41.09043; 14; 17; 16;   5.188690;12.371;12.866;11.495;  0.036; 0.033; 1.149; 0.000;   0.000; 0.980;---          ;
4085919765884068736;282.74947;-20.29525; 17; 16; 15;   6.637030; 6.629; 7.214; 5.931;  1.248; 0.041; 1.178; 0.000;   0.000; 1.237;DCEP_F       ;
1827869808377481216;296.64660;+22.88975; 34; 32; 32;   5.197250;10.027;10.956; 9.093;  0.419; 0.034; 1.299; 0.000;   0.000; 1.061;DCEP_F       ;
1823352709708147072;299.20560;+20.21744; 35; 33; 28;   5.199700;16.461;17.285;15.582;  0.114; 0.062; 1.329; 0.020;   0.020; 1.073;OTHER        ;
4690377382729299328;010.34143;-70.61853; 32; 28; 29;   5.201080;15.230;15.523;14.765; -0.065; 0.026; 1.200; 0.000;   0.000; 1.066;DCEP_F       ;
5254295559276699392;159.07421;-61.01256; 33; 28; 26;   5.204560; 9.063; 9.564; 8.444;  0.374; 0.028; 0.910; 0.000;   0.000; 0.970;DCEP_F       ;
 176698978943854464;065.85991;+36.23832; 22; 21; 22;   5.204760;15.914;16.934;14.893;  0.422; 0.060; 1.404; 0.062;   0.250; 1.024;OTHER        ;
1809422584558236160;301.88280;+16.43628; 47; 42; 42;   5.212960;15.424;16.158;14.564;  0.503; 0.044; 1.314; 0.000;   0.000; 1.043;OTHER        ;
5853170268450896768;219.37630;-63.62524; 62; 56; 57;   5.214450;14.435;15.267;13.500;  0.034; 0.025; 1.354; 0.000;   0.000; 0.981;DCEP_F       ;N
5257939993613539456;147.08272;-57.81045; 35; 33; 34;   5.216660;12.336;13.280;11.366;  0.142; 0.027; 1.339; 0.000;   0.000; 1.035;DCEP_F       ;
5856454406560083072;187.37630;-68.64424; 34; 28; 28;   5.233940;14.710;15.176;13.828;  0.943; 0.181; 1.447; 1.519; 348.126; 6.714;---          ;
 513830684503187840;034.09382;+62.55776; 70; 67; 66;   5.239930;12.618;13.624;11.624;  0.054; 0.027; 1.353; 0.000;   0.000; 0.995;DCEP_F       ;N
5698636279917579520;119.52141;-24.04176; 38; 32; 34;   5.250240;10.338;10.802; 9.732;  0.163; 0.028; 1.242; 0.000;   0.000; 0.931;DCEP_F       ;
1968971582984827136;318.66850;+41.71634; 36; 32; 31;   5.257600; 8.882; 9.914; 7.903;  0.896; 0.027; 1.352; 0.000;   0.000; 0.931;DCEP_F       ;
 189726984845700480;086.05833;+37.58687; 18; 17; 15;   5.259430;11.557;12.332;10.813;  0.216; 0.040; 1.322; 0.000;   0.000; 1.112;DCEP_F       ;
6053622679932061056;188.32775;-63.50637; 36; 32; 32;   5.265670; 9.014; 9.908; 8.119;  0.783; 0.045; 1.324; 0.000;   0.000; 0.996;DCEP_F       ;
5873984023533350400;223.14684;-63.80986; 48; 54; 54;   5.275970; 5.626; 6.088; 5.057;  1.745; 0.345; 1.176; 2.905;5237.344; 9.122;DCEP_F       ;
5594100246268225280;119.84298;-33.35713; 28; 27; 27;   5.281960;13.393;14.270;12.456;  0.039; 0.020; 1.322; 0.000;   0.000; 1.217;DCEP_F       ;N
4147381366335558784;272.50888;-13.54596; 18; 15; 16;   5.301410; 9.957;11.030; 8.938;  0.670; 0.040; 1.373; 0.000;   0.186; 1.093;DCEP_F       ;
5334506135119058304;171.27392;-60.73461; 33; 32; 28;   5.309960; 8.489; 9.077; 7.791;  0.549; 0.032; 1.229; 0.000;   0.000; 0.942;DCEP_F       ;
4315278406853454848;294.54671;+12.34089; 29; 26; 25;   5.312720;16.907;17.726;16.023;  0.258; 0.075; 1.322; 0.000;   0.000; 0.899;OTHER        ;
1808047748350992000;300.20930;+16.15139; 41; 38; 38;   5.314750;15.646;16.455;14.723;  0.591; 0.049; 1.326; 0.000;   0.000; 0.991;OTHER        ;
5969465780746207360;250.05551;-39.43772; 53; 50; 50;   5.323340;15.596;16.521;14.620;  0.595; 0.048; 1.362; 0.054;   0.414; 1.024;OTHER        ;
5307761545524640256;147.17283;-55.51953; 38; 35; 36;   5.324020; 9.788;10.566; 8.953;  0.207; 0.036; 1.256; 0.000;   0.000; 1.222;DCEP_F       ;
